"","x"
"7163",6
"7164",3
"7165",3
"7166",0
"7167",0
"7168",1
"7169",1
"7170",20
"7171",0
"7172",3
"7173",1
"7174",0
"7175",1
"7176",3
"7177",2
"7178",1
"7179",1
"7180",0
"7181",0
"7182",3
"7183",14
"7184",9
"7185",5
"7186",0
"7187",4
"7188",0
"7189",1
"7190",0
"7191",1
"7192",4
"7193",1
"7194",1
"7195",1
"7196",0
"7197",2
"7198",1
"7199",3
"7200",0
"7201",1
"7202",0
"7203",1
"7204",6
"7205",1
"7206",0
"7207",0
"7208",1
"7209",1
"7210",0
"7211",3
"7212",0
"7213",1
"7214",0
"7215",0
"7216",1
"7217",4
"7218",1
"7219",2
"7220",2
"7221",1
"7222",1
"7223",1
"7224",1
"7225",0
"7226",3
"7227",1
"7228",1
"7229",1
"7230",3
"7231",3
"7232",1
"7233",0
"7234",1
"7235",1
"7236",3
"7237",2
"7238",0
"7239",3
"7240",1
"7241",6
"7242",1
"7243",1
"7244",0
"7245",0
"7246",2
"7247",1
"7248",1
"7249",1
"7250",3
"7251",1
"7252",3
"7253",0
"7254",3
"7255",1
"7256",1
"7257",1
"7258",1
"7259",3
"7260",0
"7261",1
"7262",1
"7263",0
"7264",1
"7265",2
"7266",0
"7267",1
"7268",0
"7269",1
"7270",3
"7271",6
"7272",1
"7273",0
"7274",0
"7275",1
"7276",0
"7277",1
"7278",1
"7279",2
"7280",0
"7281",2
"7282",0
"7283",2
"7284",2
"7285",0
"7286",1
"7287",4
"7288",1
"7289",1
"7290",0
"7291",1
"7292",2
"7293",3
"7294",0
"7295",1
"7296",2
"7297",2
"7298",5
"7299",3
"7300",0
"7301",4
"7302",0
"7303",3
"7304",1
"7305",1
"7306",9
"7307",2
"7308",2
"7309",6
"7310",2
"7311",0
"7312",1
"7313",3
"7314",1
"7315",0
"7316",1
"7317",2
"7318",0
"7319",1
"7320",1
"7321",1
"7322",0
"7323",4
"7324",3
"7325",1
"7326",1
"7327",1
"7328",1
"7329",1
"7330",1
"7331",7
"7332",0
"7333",1
"7334",1
"7335",1
"7336",0
"7337",1
"7338",0
"7339",1
"7340",3
"7341",0
"7342",0
"7343",2
"7344",1
"7345",0
"7346",1
"7347",1
"7348",2
"7349",0
"7350",5
"7351",1
"7352",1
"7353",1
"7354",1
"7355",1
"7356",1
"7357",0
"7358",2
"7359",5
"7360",2
"7361",0
"7362",1
"7363",2
"7364",2
"7365",0
"7366",1
"7367",1
"7368",1
"7369",1
"7370",3
"7371",1
"7372",0
"7373",1
"7374",1
"7375",1
"7376",1
"7377",4
"7378",4
"7379",0
"7380",5
"7381",0
"7382",2
"7383",0
"7384",5
"7385",1
"7386",1
"7387",1
"7388",0
"7389",0
"7390",2
"7391",1
"7392",1
"7393",0
"7394",1
"7395",6
"7396",0
"7397",0
"7398",1
"7399",0
"7400",1
"7401",1
"7402",1
"7403",0
"7404",1
"7405",2
"7406",1
"7407",0
"7408",2
"7409",2
"7410",2
"7411",2
"7412",1
"7413",1
"7414",0
"7415",1
"7416",2
"7417",1
"7418",0
"7419",3
"7420",1
"7421",1
"7422",1
"7423",1
"7424",3
"7425",2
"7426",2
"7427",3
"7428",1
"7429",0
"7430",0
"7431",0
"7432",1
"7433",1
"7434",6
"7435",2
"7436",1
"7437",1
"7438",0
"7439",0
"7440",2
"7441",2
"7442",1
"7443",1
"7444",0
"7445",1
"7446",2
"7447",2
"7448",0
"7449",1
"7450",0
"7451",0
"7452",1
"7453",1
"7454",5
"7455",1
"7456",0
"7457",2
"7458",4
"7459",0
"7460",1
"7461",4
"7462",0
"7463",0
"7464",7
"7465",2
"7466",0
"7467",3
"7468",1
"7469",0
"7470",0
"7471",0
"7472",4
"7473",1
"7474",1
"7475",2
"7476",8
"7477",1
"7478",1
"7479",3
"7480",0
"7481",1
"7482",2
"7483",4
"7484",1
"7485",1
"7486",0
"7487",2
"7488",3
"7489",3
"7490",0
"7491",0
"7492",2
"7493",0
"7494",1
"7495",1
"7496",1
"7497",1
"7498",1
"7499",0
"7500",1
"7501",0
"7502",1
"7503",1
"7504",0
"7505",1
"7506",1
"7507",1
"7508",0
"7509",6
"7510",0
"7511",1
"7512",2
"7513",0
"7514",1
"7515",0
"7516",0
"7517",7
"7518",1
"7519",2
"7520",1
"7521",1
"7522",0
"7523",2
"7524",4
"7525",1
"7526",14
"7527",0
"7528",0
"7529",2
"7530",0
"7531",0
"7532",0
"7533",1
"7534",0
"7535",0
"7536",2
"7537",4
"7538",0
"7539",1
"7540",0
"7541",0
"7542",1
"7543",1
"7544",2
"7545",0
"7546",1
"7547",0
"7548",2
"7549",1
"7550",4
"7551",1
"7552",1
"7553",1
"7554",3
"7555",0
"7556",0
"7557",1
"7558",8
"7559",2
"7560",1
"7561",0
"7562",6
"7563",1
"7564",2
"7565",6
"7566",1
"7567",1
"7568",1
"7569",2
"7570",0
"7571",1
"7572",2
"7573",5
"7574",1
"7575",8
"7576",2
"7577",1
"7578",1
"7579",1
"7580",0
"7581",1
"7582",1
"7583",3
"7584",7
"7585",1
"7586",0
"7587",1
"7588",2
"7589",1
"7590",0
"7591",0
"7592",0
"7593",1
"7594",6
"7595",2
"7596",1
"7597",1
"7598",4
"7599",0
"7600",1
"7601",0
"7602",0
"7603",10
"7604",2
"7605",4
"7606",1
"7607",2
"7608",1
"7609",1
"7610",1
"7611",1
"7612",2
"7613",1
"7614",0
"7615",5
"7616",1
"7617",1
"7618",1
"7619",0
"7620",2
"7621",1
"7622",5
"7623",1
"7624",0
"7625",3
"7626",1
"7627",4
"7628",2
"7629",0
"7630",1
"7631",0
"7632",4
"7633",4
"7634",1
"7635",1
"7636",1
"7637",2
"7638",0
"7639",3
"7640",1
"7641",2
"7642",1
"7643",1
"7644",1
"7645",1
"7646",6
"7647",0
"7648",3
"7649",6
"7650",1
"7651",1
"7652",0
"7653",1
"7654",1
"7655",4
"7656",3
"7657",0
"7658",1
"7659",4
"7660",2
"7661",6
"7662",1
"7663",3
"7664",1
"7665",1
"7666",1
"7667",0
"7668",1
"7669",2
"7670",0
"7671",2
"7672",1
"7673",0
"7674",1
"7675",4
"7676",2
"7677",1
"7678",1
"7679",2
"7680",2
"7681",3
"7682",1
"7683",4
"7684",2
"7685",1
"7686",0
"7687",0
"7688",4
"7689",2
"7690",0
"7691",2
"7692",4
"7693",0
"7694",0
"7695",2
"7696",2
"7697",1
"7698",0
"7699",0
"7700",1
"7701",1
"7702",0
"7703",0
"7704",2
"7705",0
"7706",2
"7707",0
"7708",3
"7709",10
"7710",2
"7711",1
"7712",2
"7713",1
"7714",3
"7715",2
"7716",1
"7717",1
"7718",1
"7719",0
"7720",0
"7721",0
"7722",0
"7723",1
"7724",0
"7725",7
"7726",1
"7727",5
"7728",7
"7729",1
"7730",1
"7731",0
"7732",3
"7733",1
"7734",2
"7735",2
"7736",5
"7737",1
"7738",5
"7739",0
"7740",1
"7741",1
"7742",12
"7743",0
"7744",1
"7745",0
"7746",2
"7747",2
"7748",2
"7749",1
"7750",2
"7751",0
"7752",3
"7753",1
"7754",0
"7755",0
"7756",0
"7757",1
"7758",1
"7759",1
"7760",0
"7761",0
"7762",1
"7763",6
"7764",5
"7765",0
"7766",0
"7767",3
"7768",2
"7769",1
"7770",1
"7771",4
"7772",1
"7773",0
"7774",2
"7775",1
"7776",1
"7777",5
"7778",1
"7779",1
"7780",3
"7781",2
"7782",1
"7783",3
"7784",1
"7785",1
"7786",1
"7787",1
"7788",1
"7789",1
"7790",1
"7791",2
"7792",1
"7793",1
"7794",2
"7795",3
"7796",2
"7797",2
"7798",0
"7799",8
"7800",1
"7801",0
"7802",2
"7803",1
"7804",0
"7805",1
"7806",1
"7807",0
"7808",0
"7809",3
"7810",1
"7811",1
"7812",1
"7813",1
"7814",0
"7815",1
"7816",0
"7817",1
"7818",0
"7819",1
"7820",1
"7821",0
"7822",2
"7823",2
"7824",1
"7825",0
"7826",1
"7827",1
"7828",2
"7829",2
"7830",1
"7831",1
"7832",0
"7833",1
"7834",1
"7835",0
"7836",0
"7837",0
"7838",1
"7839",1
"7840",1
"7841",0
"7842",0
"7843",0
"7844",1
"7845",5
"7846",0
"7847",1
"7848",0
"7849",4
"7850",0
"7851",2
"7852",2
"7853",4
"7854",1
"7855",3
"7856",1
"7857",3
"7858",2
"7859",1
"7860",1
"7861",2
"7862",0
"7863",1
"7864",1
"7865",0
"7866",0
"7867",1
"7868",7
"7869",0
"7870",1
"7871",3
"7872",0
"7873",3
"7874",8
"7875",2
"7876",0
"7877",1
"7878",0
"7879",1
"7880",4
"7881",0
"7882",3
"7883",1
"7884",1
"7885",2
"7886",0
"7887",0
"7888",1
"7889",0
"7890",5
"7891",1
"7892",1
"7893",8
"7894",0
"7895",2
"7896",0
"7897",1
"7898",1
"7899",0
"7900",2
"7901",1
"7902",1
"7903",0
"7904",1
"7905",0
"7906",1
"7907",3
"7908",1
"7909",6
"7910",1
"7911",0
"7912",1
"7913",3
"7914",1
"7915",6
"7916",2
"7917",0
"7918",2
"7919",1
"7920",1
"7921",1
"7922",1
"7923",0
"7924",2
"7925",0
"7926",1
"7927",1
"7928",1
"7929",2
"7930",1
"7931",6
"7932",0
"7933",0
"7934",1
"7935",0
"7936",0
"7937",1
"7938",0
"7939",1
"7940",3
"7941",1
"7942",1
"7943",0
"7944",2
"7945",0
"7946",3
"7947",1
"7948",7
"7949",1
"7950",2
"7951",2
"7952",0
"7953",1
"7954",0
"7955",1
"7956",2
"7957",0
"7958",0
"7959",1
"7960",0
"7961",3
"7962",1
"7963",2
"7964",1
"7965",5
"7966",1
"7967",2
"7968",0
"7969",0
"7970",0
"7971",1
"7972",1
"7973",0
"7974",2
"7975",0
"7976",1
"7977",1
"7978",2
"7979",0
"7980",1
"7981",0
"7982",2
"7983",1
"7984",2
"7985",1
"7986",0
"7987",1
"7988",0
"7989",0
"7990",1
"7991",0
"7992",4
"7993",1
"7994",0
"7995",2
"7996",2
"7997",1
"7998",1
"7999",2
"8000",0
"8001",2
"8002",1
"8003",1
"8004",0
"8005",0
"8006",0
"8007",1
"8008",2
"8009",1
"8010",4
"8011",0
"8012",0
"8013",1
"8014",1
"8015",1
"8016",1
"8017",1
"8018",3
"8019",6
"8020",2
"8021",1
"8022",2
"8023",0
"8024",2
"8025",5
"8026",1
"8027",1
"8028",2
"8029",0
"8030",1
"8031",2
"8032",5
"8033",1
"8034",1
"8035",1
"8036",1
"8037",1
"8038",1
"8039",2
"8040",5
"8041",1
"8042",0
"8043",1
"8044",2
"8045",2
"8046",0
"8047",0
"8048",1
"8049",2
"8050",3
"8051",0
"8052",2
"8053",1
"8054",0
"8055",1
"8056",3
"8057",0
"8058",1
"8059",1
"8060",1
"8061",2
"8062",0
"8063",0
"8064",1
"8065",0
"8066",1
"8067",1
"8068",0
"8069",2
"8070",0
"8071",2
"8072",2
"8073",0
"8074",0
"8075",0
"8076",6
"8077",2
"8078",2
"8079",0
"8080",0
"8081",1
"8082",0
"8083",1
"8084",0
"8085",2
"8086",1
"8087",1
"8088",1
"8089",14
"8090",1
"8091",2
"8092",1
"8093",0
"8094",1
"8095",3
"8096",0
"8097",0
"8098",16
"8099",2
"8100",1
"8101",1
"8102",1
"8103",1
"8104",2
"8105",1
"8106",1
"8107",0
"8108",1
"8109",1
"8110",0
"8111",2
"8112",1
"8113",2
"8114",1
"8115",0
"8116",0
"8117",1
"8118",1
"8119",0
"8120",2
"8121",2
"8122",6
"8123",2
"8124",2
"8125",1
"8126",1
"8127",1
"8128",1
"8129",1
"8130",1
"8131",0
"8132",1
"8133",1
"8134",2
"8135",1
"8136",0
"8137",0
"8138",2
"8139",1
"8140",1
"8141",0
"8142",0
"8143",9
"8144",1
"8145",3
"8146",1
"8147",5
"8148",1
"8149",1
"8150",0
"8151",1
"8152",1
"8153",2
"8154",1
"8155",5
"8156",2
"8157",1
"8158",2
"8159",2
"8160",0
"8161",1
"8162",0
"8163",2
"8164",3
"8165",0
"8166",1
"8167",0
"8168",0
"8169",4
"8170",0
"8171",1
"8172",0
"8173",0
"8174",3
"8175",6
"8176",5
"8177",1
"8178",1
"8179",1
"8180",0
"8181",1
"8182",0
"8183",1
"8184",0
"8185",0
"8186",2
"8187",14
"8188",1
"8189",1
"8190",1
"8191",2
"8192",1
"8193",0
"8194",7
"8195",7
"8196",1
"8197",2
"8198",1
"8199",0
"8200",0
"8201",7
"8202",1
"8203",4
"8204",1
"8205",1
"8206",1
"8207",2
"8208",0
"8209",0
"8210",1
"8211",5
"8212",1
"8213",0
"8214",8
"8215",1
"8216",0
"8217",2
"8218",1
"8219",1
"8220",5
"8221",1
"8222",0
"8223",0
"8224",1
"8225",0
"8226",1
"8227",0
"8228",1
"8229",2
"8230",1
"8231",0
"8232",0
"8233",2
"8234",1
"8235",1
"8236",0
"8237",0
"8238",0
"8239",6
"8240",2
"8241",0
"8242",1
"8243",2
"8244",1
"8245",15
"8246",1
"8247",5
"8248",1
"8249",1
"8250",3
"8251",0
"8252",3
"8253",1
"8254",0
"8255",0
"8256",1
"8257",1
"8258",0
"8259",1
"8260",1
"8261",1
"8262",0
"8263",1
"8264",0
"8265",0
"8266",2
"8267",1
"8268",2
"8269",6
"8270",2
"8271",2
"8272",0
"8273",0
"8274",1
"8275",1
"8276",3
"8277",1
"8278",1
"8279",1
"8280",2
"8281",3
"8282",1
"8283",1
"8284",2
"8285",4
"8286",0
"8287",2
"8288",0
"8289",0
"8290",1
"8291",3
"8292",2
"8293",2
"8294",1
"8295",2
"8296",1
"8297",13
"8298",1
"8299",3
"8300",1
"8301",1
"8302",2
"8303",1
"8304",4
"8305",1
"8306",1
"8307",0
"8308",1
"8309",3
"8310",6
"8311",1
"8312",1
"8313",1
"8314",0
"8315",1
"8316",2
"8317",1
"8318",0
"8319",2
"8320",1
"8321",1
"8322",2
"8323",1
"8324",0
"8325",1
"8326",2
"8327",2
"8328",2
"8329",0
"8330",3
"8331",3
"8332",1
"8333",1
"8334",2
"8335",0
"8336",1
"8337",0
"8338",0
"8339",2
"8340",0
"8341",1
"8342",0
"8343",1
"8344",2
"8345",1
"8346",1
"8347",1
"8348",6
"8349",1
"8350",1
"8351",1
"8352",4
"8353",5
"8354",0
"8355",5
"8356",2
"8357",4
"8358",2
"8359",9
"8360",2
"8361",0
"8362",2
"8363",4
"8364",1
"8365",0
"8366",2
"8367",2
"8368",1
"8369",1
"8370",2
"8371",5
"8372",2
"8373",2
"8374",6
"8375",15
"8376",0
"8377",1
"8378",1
"8379",4
"8380",1
"8381",0
"8382",1
"8383",2
"8384",1
"8385",3
"8386",4
"8387",0
"8388",4
"8389",2
"8390",2
"8391",3
"8392",0
"8393",1
"8394",1
"8395",1
"8396",5
"8397",0
"8398",1
"8399",2
"8400",1
"8401",1
"8402",1
"8403",0
"8404",1
"8405",0
"8406",1
"8407",1
"8408",1
"8409",0
"8410",1
"8411",8
"8412",0
"8413",20
"8414",1
"8415",1
"8416",2
"8417",2
"8418",1
"8419",0
"8420",1
"8421",1
"8422",0
"8423",0
"8424",1
"8425",1
"8426",4
"8427",1
"8428",0
"8429",1
"8430",1
"8431",1
"8432",0
"8433",0
"8434",0
"8435",1
"8436",2
"8437",1
"8438",0
"8439",4
"8440",0
"8441",1
"8442",1
"8443",11
"8444",4
"8445",1
"8446",3
"8447",0
"8448",1
"8449",1
"8450",8
"8451",1
"8452",1
"8453",1
"8454",1
"8455",1
"8456",2
"8457",0
"8458",1
"8459",0
"8460",5
"8461",1
"8462",1
"8463",1
"8464",3
"8465",1
"8466",0
"8467",1
"8468",0
"8469",1
"8470",1
"8471",6
"8472",2
"8473",1
"8474",1
"8475",6
"8476",0
"8477",2
"8478",0
"8479",0
"8480",4
"8481",1
"8482",2
"8483",1
"8484",1
"8485",0
"8486",0
"8487",1
"8488",2
"8489",6
"8490",5
"8491",5
"8492",0
"8493",0
"8494",1
"8495",1
"8496",1
"8497",1
"8498",6
"8499",2
"8500",1
"8501",1
"8502",1
"8503",1
"8504",0
"8505",1
"8506",1
"8507",2
"8508",2
"8509",0
"8510",1
"8511",0
"8512",2
"8513",3
"8514",1
"8515",4
"8516",0
"8517",2
"8518",2
"8519",0
"8520",0
"8521",1
"8522",0
"8523",2
"8524",1
"8525",0
"8526",1
"8527",1
"8528",0
"8529",2
"8530",1
"8531",0
"8532",0
"8533",4
"8534",1
"8535",1
"8536",0
"8537",2
"8538",1
"8539",1
"8540",14
"8541",1
"8542",1
"8543",1
"8544",3
"8545",0
"8546",1
"8547",0
"8548",1
"8549",0
"8550",1
"8551",3
"8552",1
"8553",2
"8554",1
"8555",0
"8556",1
"8557",1
"8558",2
"8559",2
"8560",1
"8561",2
"8562",0
"8563",2
"8564",0
"8565",2
"8566",1
"8567",1
"8568",1
"8569",0
"8570",2
"8571",1
"8572",2
"8573",0
"8574",6
"8575",2
"8576",0
"8577",3
"8578",1
"8579",2
"8580",0
"8581",1
"8582",1
"8583",0
"8584",2
"8585",2
"8586",1
"8587",1
"8588",1
"8589",1
"8590",1
"8591",1
"8592",0
"8593",1
"8594",1
"8595",0
"8596",2
"8597",0
"8598",1
"8599",1
"8600",1
"8601",4
"8602",1
"8603",1
"8604",0
"8605",0
"8606",0
"8607",1
"8608",1
"8609",2
"8610",7
"8611",0
"8612",0
"8613",5
"8614",1
"8615",1
"8616",0
"8617",1
"8618",6
"8619",1
"8620",3
"8621",3
"8622",0
"8623",0
"8624",0
"8625",1
"8626",0
"8627",1
"8628",1
"8629",1
"8630",2
"8631",0
"8632",2
"8633",3
"8634",1
"8635",1
"8636",0
"8637",3
"8638",0
"8639",11
"8640",1
"8641",1
"8642",0
"8643",1
"8644",1
"8645",1
"8646",1
"8647",1
"8648",1
"8649",1
"8650",0
"8651",1
"8652",0
"8653",4
"8654",2
"8655",1
"8656",0
"8657",2
"8658",4
"8659",1
"8660",0
"8661",1
"8662",1
"8663",1
"8664",1
"8665",1
"8666",0
"8667",1
"8668",2
"8669",2
"8670",2
"8671",0
"8672",0
"8673",0
"8674",2
"8675",1
"8676",1
"8677",1
"8678",2
"8679",0
"8680",3
"8681",0
"8682",1
"8683",0
"8684",1
"8685",2
"8686",2
"8687",0
"8688",1
"8689",1
"8690",1
"8691",1
"8692",0
"8693",6
"8694",4
"8695",0
"8696",0
"8697",2
"8698",1
"8699",1
"8700",0
"8701",1
"8702",2
"8703",0
"8704",1
"8705",1
"8706",4
"8707",1
"8708",2
"8709",2
"8710",2
"8711",2
"8712",0
"8713",0
"8714",1
"8715",1
"8716",5
"8717",0
"8718",1
"8719",4
"8720",0
"8721",1
"8722",0
"8723",3
"8724",1
"8725",1
"8726",3
"8727",0
"8728",6
"8729",0
"8730",0
"8731",3
"8732",1
"8733",1
"8734",2
"8735",5
"8736",1
"8737",0
"8738",0
"8739",2
"8740",0
"8741",0
"8742",2
"8743",2
"8744",1
"8745",1
"8746",1
"8747",1
"8748",0
"8749",1
"8750",0
"8751",1
"8752",0
"8753",7
"8754",1
"8755",0
"8756",1
"8757",2
"8758",1
"8759",1
"8760",2
"8761",1
"8762",13
"8763",1
"8764",2
"8765",0
"8766",2
"8767",2
"8768",3
"8769",1
"8770",2
"8771",1
"8772",0
"8773",0
"8774",2
"8775",4
"8776",2
"8777",0
"8778",1
"8779",0
"8780",0
"8781",20
"8782",1
"8783",1
"8784",1
"8785",2
"8786",1
"8787",1
"8788",1
"8789",1
"8790",1
"8791",1
"8792",1
"8793",1
"8794",4
"8795",1
"8796",4
"8797",5
"8798",1
"8799",5
"8800",1
"8801",1
"8802",0
"8803",0
"8804",1
"8805",3
"8806",1
"8807",0
"8808",1
"8809",0
"8810",3
"8811",2
"8812",0
"8813",1
"8814",5
"8815",1
"8816",5
"8817",4
"8818",2
"8819",0
"8820",1
"8821",2
"8822",3
"8823",0
"8824",1
"8825",1
"8826",0
"8827",6
"8828",3
"8829",3
"8830",1
"8831",1
"8832",0
"8833",0
"8834",0
"8835",1
"8836",3
"8837",2
"8838",0
"8839",1
"8840",20
"8841",2
"8842",3
"8843",7
"8844",0
"8845",1
"8846",0
"8847",0
"8848",1
"8849",0
"8850",0
"8851",4
"8852",1
"8853",2
"8854",0
"8855",1
"8856",0
"8857",1
"8858",1
"8859",2
"8860",0
"8861",1
"8862",4
"8863",1
"8864",2
"8865",0
"8866",1
"8867",1
"8868",0
"8869",0
"8870",2
"8871",1
"8872",1
"8873",0
"8874",1
"8875",1
"8876",6
"8877",2
"8878",3
"8879",0
"8880",0
"8881",0
"8882",1
"8883",0
"8884",4
"8885",0
"8886",2
"8887",1
"8888",2
"8889",1
"8890",1
"8891",0
"8892",1
"8893",0
"8894",5
"8895",0
"8896",4
"8897",1
"8898",1
"8899",1
"8900",0
"8901",0
"8902",0
"8903",0
"8904",0
"8905",2
"8906",0
"8907",1
"8908",2
"8909",0
"8910",1
"8911",1
"8912",0
"8913",1
"8914",1
"8915",0
"8916",1
"8917",1
"8918",2
"8919",2
"8920",2
"8921",0
"8922",0
"8923",1
"8924",0
"8925",1
"8926",1
"8927",1
"8928",1
"8929",1
"8930",2
"8931",0
"8932",2
"8933",4
"8934",1
"8935",6
"8936",1
"8937",2
"8938",1
"8939",3
"8940",1
"8941",1
"8942",3
"8943",0
"8944",2
"8945",1
"8946",1
"8947",3
"8948",1
"8949",0
"8950",1
"8951",1
"8952",0
"8953",0
"8954",0
"8955",1
"8956",4
"8957",1
"8958",1
"8959",0
"8960",1
"8961",5
"8962",0
"8963",0
"8964",1
"8965",1
"8966",4
"8967",13
"8968",4
"8969",1
"8970",1
"8971",1
"8972",1
"8973",1
"8974",2
"8975",0
"8976",0
"8977",1
"8978",0
"8979",3
"8980",2
"8981",0
"8982",0
"8983",1
"8984",1
"8985",1
"8986",1
"8987",1
"8988",0
"8989",2
"8990",2
"8991",0
"8992",0
"8993",0
"8994",1
"8995",0
"8996",1
"8997",0
"8998",2
"8999",1
"9000",2
"9001",3
"9002",1
"9003",4
"9004",0
"9005",1
"9006",0
"9007",1
"9008",2
"9009",6
"9010",5
"9011",4
"9012",4
"9013",1
"9014",6
"9015",1
"9016",0
"9017",1
"9018",1
"9019",1
"9020",0
"9021",3
"9022",1
"9023",2
"9024",0
"9025",1
"9026",3
"9027",0
"9028",2
"9029",0
"9030",3
"9031",1
"9032",1
"9033",1
"9034",0
"9035",2
"9036",6
"9037",4
"9038",1
"9039",0
"9040",0
"9041",1
"9042",1
"9043",1
"9044",1
"9045",1
"9046",1
"9047",0
"9048",1
"9049",2
"9050",0
"9051",1
"9052",3
"9053",7
"9054",1
"9055",6
"9056",2
"9057",1
"9058",0
"9059",1
"9060",2
"9061",1
"9062",3
"9063",1
"9064",1
"9065",0
"9066",1
"9067",2
"9068",3
"9069",4
"9070",2
"9071",6
"9072",0
"9073",1
"9074",2
"9075",1
"9076",1
"9077",0
"9078",1
"9079",1
"9080",1
"9081",0
"9082",0
"9083",1
"9084",0
"9085",2
"9086",2
"9087",6
"9088",1
"9089",0
"9090",0
"9091",6
"9092",1
"9093",0
"9094",2
"9095",1
"9096",1
"9097",1
"9098",0
"9099",2
"9100",1
"9101",1
"9102",1
"9103",0
"9104",1
"9105",1
"9106",3
"9107",6
"9108",1
"9109",0
"9110",1
"9111",0
"9112",1
"9113",0
"9114",1
"9115",0
"9116",1
"9117",0
"9118",0
"9119",0
"9120",1
"9121",0
"9122",1
"9123",3
"9124",0
"9125",3
"9126",4
"9127",0
"9128",2
"9129",2
"9130",0
"9131",1
"9132",2
"9133",1
"9134",1
"9135",18
"9136",15
"9137",1
"9138",0
"9139",4
"9140",1
"9141",2
"9142",0
"9143",1
"9144",1
"9145",2
"9146",0
"9147",1
"9148",2
"9149",0
"9150",0
"9151",2
"9152",0
"9153",3
"9154",1
"9155",1
"9156",2
"9157",2
"9158",1
"9159",5
"9160",1
"9161",0
"9162",1
"9163",0
"9164",1
"9165",0
"9166",1
"9167",1
"9168",1
"9169",2
"9170",1
"9171",0
"9172",0
"9173",1
"9174",2
"9175",0
"9176",1
"9177",2
"9178",0
"9179",0
"9180",1
"9181",1
"9182",0
"9183",0
"9184",1
"9185",2
"9186",0
"9187",1
"9188",1
"9189",3
"9190",2
"9191",1
"9192",1
"9193",3
"9194",2
"9195",7
"9196",1
"9197",0
"9198",0
"9199",1
"9200",1
"9201",0
"9202",3
"9203",1
"9204",0
"9205",1
"9206",2
"9207",3
"9208",1
"9209",1
"9210",4
"9211",0
"9212",3
"9213",3
"9214",2
"9215",0
"9216",3
"9217",0
"9218",1
"9219",1
"9220",6
"9221",1
"9222",2
"9223",10
"9224",0
"9225",1
"9226",0
"9227",3
"9228",3
"9229",1
"9230",1
"9231",1
"9232",0
"9233",7
"9234",1
"9235",1
"9236",1
"9237",1
"9238",0
"9239",1
"9240",4
"9241",1
"9242",4
"9243",3
"9244",1
"9245",2
"9246",0
"9247",2
"9248",0
"9249",2
"9250",1
"9251",2
"9252",2
"9253",1
"9254",1
"9255",0
"9256",2
"9257",12
"9258",0
"9259",0
"9260",11
"9261",1
"9262",1
"9263",0
"9264",1
"9265",1
"9266",1
"9267",3
"9268",0
"9269",0
"9270",1
"9271",0
"9272",0
"9273",2
"9274",8
"9275",1
"9276",0
"9277",0
"9278",0
"9279",0
"9280",2
"9281",5
"9282",2
"9283",1
"9284",1
"9285",2
"9286",2
"9287",0
"9288",0
"9289",3
"9290",4
"9291",0
"9292",3
"9293",0
"9294",0
"9295",5
"9296",0
"9297",1
"9298",11
"9299",1
"9300",1
"9301",1
"9302",0
"9303",2
"9304",1
"9305",3
"9306",0
"9307",1
"9308",2
"9309",1
"9310",0
"9311",1
"9312",1
"9313",1
"9314",0
"9315",0
"9316",2
"9317",2
"9318",0
"9319",8
"9320",1
"9321",1
"9322",1
"9323",2
"9324",0
"9325",2
"9326",2
"9327",1
"9328",1
"9329",2
"9330",2
"9331",0
"9332",2
"9333",1
"9334",9
"9335",2
"9336",0
"9337",1
"9338",8
"9339",2
"9340",1
"9341",1
"9342",1
"9343",1
"9344",1
"9345",5
"9346",1
"9347",2
"9348",4
"9349",1
"9350",1
"9351",0
"9352",1
"9353",1
"9354",1
"9355",1
"9356",0
"9357",6
"9358",1
"9359",1
"9360",3
"9361",1
"9362",1
"9363",0
"9364",2
"9365",2
"9366",0
"9367",2
"9368",1
"9369",2
"9370",1
"9371",1
"9372",1
"9373",1
"9374",2
"9375",1
"9376",4
"9377",1
"9378",0
"9379",1
"9380",1
"9381",0
"9382",8
"9383",0
"9384",0
"9385",0
"9386",1
"9387",1
"9388",0
"9389",2
"9390",2
"9391",1
"9392",1
"9393",1
"9394",0
"9395",0
"9396",1
"9397",0
"9398",0
"9399",1
"9400",0
"9401",0
"9402",1
"9403",3
"9404",20
"9405",1
"9406",1
"9407",1
"9408",1
"9409",0
"9410",1
"9411",0
"9412",0
"9413",2
"9414",1
"9415",1
"9416",2
"9417",1
"9418",0
"9419",0
"9420",1
"9421",0
"9422",0
"9423",1
"9424",3
"9425",1
"9426",9
"9427",3
"9428",1
"9429",1
"9430",0
"9431",4
"9432",1
"9433",4
"9434",2
"9435",2
"9436",1
"9437",0
"9438",1
"9439",3
"9440",1
"9441",0
"9442",5
"9443",0
"9444",1
"9445",2
"9446",1
"9447",0
"9448",1
"9449",2
"9450",0
"9451",1
"9452",0
"9453",1
"9454",1
"9455",2
"9456",1
"9457",1
"9458",1
"9459",0
"9460",0
"9461",1
"9462",0
"9463",1
"9464",2
"9465",1
"9466",2
"9467",0
"9468",2
"9469",1
"9470",0
"9471",0
"9472",4
"9473",3
"9474",0
"9475",1
"9476",1
"9477",2
"9478",1
"9479",1
"9480",1
"9481",1
"9482",0
"9483",1
"9484",1
"9485",2
"9486",1
"9487",1
"9488",2
"9489",1
"9490",1
"9491",1
"9492",1
"9493",6
"9494",0
